SHOP_MONTH,CUST_CODE,TOTAL_SPEND_CUST,TOTAL_TRANS_CUST,TOTAL_TRANS_CUST_PREVIOUS_MONTH,TOTAL_SPEND_CUST_PREVIOUS_MONTH
2006-12-01,CUST0000596446,3.03,1,3,6.3
2006-12-01,CUST0000864227,1.12,2,10,43.120000000000005
2006-12-01,CUST0000542357,33.93,19,48,198.93999999999994
2006-12-01,CUST0000041078,0.34,1,3,3.31
2006-12-01,CUST0000242095,3.6599999999999997,5,4,3.76
2006-12-01,CUST0000348159,4.92,1,1,0.34
2006-12-01,CUST0000122615,1.28,1,1,10.14
2006-12-01,CUST0000705709,173.42,57,40,61.389999999999993
2006-12-01,CUST0000111024,54.88,27,17,42.139999999999986
2006-12-01,CUST0000779849,12.85,8,11,17.74
2006-12-01,CUST0000981831,22.44,6,87,206.76000000000008
2006-12-01,CUST0000954987,40.15,31,3,6.05
2006-12-01,CUST0000472222,0.03,1,1,0.01
2006-12-01,CUST0000669614,81.679999999999993,43,72,75.88000000000001
2006-12-01,CUST0000400328,38.16,3,1,2.1
2006-12-01,CUST0000731822,4.34,4,5,4.17
2006-12-01,CUST0000900313,32.480000000000004,15,30,29.369999999999997
2006-12-01,CUST0000899463,34.269999999999996,16,11,22.739999999999995
2006-12-01,CUST0000415301,81.800000000000026,63,25,23.230000000000004
2006-12-01,CUST0000007860,92.009999999999977,36,71,126.57000000000001
2006-12-01,CUST0000978405,155.6,103,97,148.08999999999995
2006-12-01,CUST0000310991,51.559999999999995,22,30,71.90000000000002
2006-12-01,CUST0000007712,1.58,1,1,134.05
2006-12-01,CUST0000122413,2.88,1,8,46.640000000000008
2006-12-01,CUST0000420890,14.290000000000001,10,3,2.59
2006-12-01,CUST0000899952,2.31,3,1,10.22
2006-12-01,CUST0000503950,0.86,1,1,0.27
2006-12-01,CUST0000840254,8.94,10,14,12.049999999999999
2006-12-01,CUST0000277246,6.18,2,2,1.1
2006-12-01,CUST0000472158,72.279999999999973,46,2,4.41
2006-12-01,CUST0000657893,32.71,20,48,70.18
2006-12-01,CUST0000907454,5.15,10,3,1.53
2006-12-01,CUST0000367547,84.94,63,88,104.80000000000003
2006-12-01,CUST0000513227,5.9399999999999995,7,5,22.26
2006-12-01,CUST0000347080,2.4400000000000004,3,5,8.19
2006-12-01,CUST0000838387,24.350000000000005,15,3,4.8999999999999995
2006-12-01,CUST0000864629,15.07,13,6,11.76
2006-12-01,CUST0000797905,37.620000000000019,25,3,2.05
2006-12-01,CUST0000555502,10.5,9,10,10.809999999999999
2006-12-01,CUST0000502124,7.95,10,24,40.91
2006-12-01,CUST0000118502,151.02,56,2,8.21
2006-12-01,CUST0000363160,233.56,95,5,3.1
2006-12-01,CUST0000788454,83.970000000000013,44,56,151.02
2006-12-01,CUST0000911821,3.28,2,2,2.52
2006-12-01,CUST0000561266,21.840000000000003,13,12,15.7
2006-12-01,CUST0000455145,139.33,81,12,16.060000000000002
2006-12-01,CUST0000719315,0.73,1,1,1.02
2006-12-01,CUST0000276637,46.640000000000008,8,2,15.01
2006-12-01,CUST0000650032,2.55,1,3,8.49
2006-12-01,CUST0000070861,10.75,5,27,50.399999999999991
2006-12-01,CUST0000268143,113.63000000000001,65,63,126.55999999999999
2006-12-01,CUST0000242943,1.1600000000000001,2,3,1.9400000000000002
2006-12-01,CUST0000568827,0.42,1,1,1.98
2006-12-01,CUST0000283153,3.04,3,40,52.190000000000005
2006-12-01,CUST0000466448,78.4,31,17,23.589999999999996
2006-12-01,CUST0000461563,27.449999999999996,17,39,113.98
2006-12-01,CUST0000352929,6.24,5,17,19.77
2006-12-01,CUST0000694605,52.600000000000009,43,13,28.07
2006-12-01,CUST0000184652,54.790000000000006,19,40,212.13
2006-12-01,CUST0000899358,25.070000000000004,15,14,51.589999999999996
2006-12-01,CUST0000705450,12.470000000000002,10,4,12.48
2006-12-01,CUST0000265774,2.3600000000000003,4,4,4.8599999999999994
2006-12-01,CUST0000036136,36.080000000000005,24,5,4.1000000000000005
2006-12-01,CUST0000200083,58.510000000000005,22,57,173.42
2006-12-01,CUST0000826627,0.01,1,1,1.19
2006-12-01,CUST0000240534,45.390000000000008,20,34,79.27000000000001
2006-12-01,CUST0000224697,38.949999999999989,22,93,258.5
2006-12-01,CUST0000493580,1.54,1,2,3.08
2006-12-01,CUST0000429989,107.59,72,16,56.179999999999993
2006-12-01,CUST0000970232,1.23,2,6,6.1
2006-12-01,CUST0000852587,29.67,13,1,0.98
2006-12-01,CUST0000498904,27.679999999999993,21,49,92.720000000000013
2006-12-01,CUST0000762561,3.31,3,1,0.18
2006-12-01,CUST0000697268,27.880000000000003,27,1,0.98
2006-12-01,CUST0000900749,31.33,5,20,30.290000000000006
2006-12-01,CUST0000885717,144.19000000000005,67,61,217.60000000000011
2006-12-01,CUST0000243105,1.25,1,1,2.88
2006-12-01,CUST0000268823,19.900000000000006,16,3,27.64
2006-12-01,CUST0000664592,22.739999999999995,11,9,13.21
2006-12-01,CUST0000175060,131.23999999999995,77,56,102.73000000000003
2006-12-01,CUST0000858453,0.92,1,1,4.08
2006-12-01,CUST0000136043,189.20999999999995,122,104,214.87999999999988
2006-12-01,CUST0000758622,5.6400000000000006,3,1,3.07
2006-12-01,CUST0000397549,38.439999999999991,10,40,151.65
2006-12-01,CUST0000406750,1.74,3,68,97.45
2006-12-01,CUST0000735368,77.98,41,3,3.29
2006-12-01,CUST0000415373,3.5,1,12,13.75
2006-12-01,CUST0000691341,4,2,20,44.610000000000007
2006-12-01,CUST0000312108,7.3899999999999988,7,22,106.36999999999999
2006-12-01,CUST0000999645,28.07,13,45,59.830000000000013
2006-12-01,CUST0000633596,11.59,3,4,5.08
2006-12-01,CUST0000923669,150.03999999999996,93,1,3.92
2006-12-01,CUST0000654629,10.33,3,4,4.74
2006-12-01,CUST0000563011,0.65,1,1,0.55
2006-12-01,CUST0000577249,0.34,1,3,5.76
2006-12-01,CUST0000961918,64.18,32,28,68.64
2006-12-01,CUST0000415273,5.11,3,9,6.63
2006-12-01,CUST0000127841,109.49000000000001,44,5,18.42
2006-12-01,CUST0000190838,1.56,1,4,5.65
2006-12-01,CUST0000633906,320.97999999999996,148,44,109.49000000000001
2006-12-01,CUST0000144953,93.679999999999993,50,2,1.96
2006-12-01,CUST0000081078,17.32,12,10,18.98
2006-12-01,CUST0000390522,0.53,1,16,45.86
2006-12-01,CUST0000017325,154.19999999999987,64,14,35.080000000000005
2006-12-01,CUST0000540040,409.46000000000009,117,56,124.98000000000006
2006-12-01,CUST0000096000,61.18,21,16,40.65
2006-12-01,CUST0000121005,4.41,2,12,39.589999999999996
2006-12-01,CUST0000393587,136.60000000000005,92,48,78.33
2006-12-01,CUST0000094339,324.30999999999983,156,28,57.670000000000016
2006-12-01,CUST0000572693,2.36,1,1,1.86
2006-12-01,CUST0000888170,35.750000000000007,9,10,18.939999999999998
2006-12-01,CUST0000633908,217.60000000000011,61,10,11.36
2006-12-01,CUST0000951428,12.7,3,1,0.53
2006-12-01,CUST0000467012,4.29,3,1,0.55
2006-12-01,CUST0000692703,12.770000000000001,12,56,107.04999999999997
2006-12-01,CUST0000644348,23.229999999999997,23,26,54.779999999999994
2006-12-01,CUST0000963611,10.689999999999998,8,56,67.920000000000016
2006-12-01,CUST0000787823,33.79,12,7,67.05
2006-12-01,CUST0000997635,26.360000000000003,13,9,19.479999999999997
2006-12-01,CUST0000322549,12.409999999999998,7,6,2.1900000000000004
2006-12-01,CUST0000778760,19.89,8,51,82.789999999999978
2006-12-01,CUST0000711412,40.559999999999995,19,1,0.56
2006-12-01,CUST0000195321,94.800000000000011,37,29,134.25
2006-12-01,CUST0000550319,14.400000000000002,13,78,86.310000000000059
2006-12-01,CUST0000513272,15.75,9,1,0.3
2006-12-01,CUST0000709464,20.07,9,1,1.87
2006-12-01,CUST0000666899,51.589999999999996,14,3,4.7899999999999991
2006-12-01,CUST0000678022,29.02,11,13,14.94
2006-12-01,CUST0000077225,72.68,38,53,149.64999999999992
2006-12-01,CUST0000705199,220.25999999999976,133,25,35.650000000000013
2006-12-01,CUST0000587700,44.34999999999998,32,105,172.5199999999999
2006-12-01,CUST0000187698,1.73,2,1,1.36
2006-12-01,CUST0000074042,15.139999999999999,16,47,94.289999999999992
2006-12-01,CUST0000401455,2.4400000000000004,2,3,5.32
2006-12-01,CUST0000103368,25.060000000000002,12,35,44.670000000000016
2006-12-01,CUST0000298897,0.4,1,1,6.03
2006-12-01,CUST0000169010,56.769999999999996,30,43,103.81000000000002
2006-12-01,CUST0000986734,232.79999999999984,104,11,13.03
2006-12-01,CUST0000528711,10.56,6,37,59.249999999999993
2006-12-01,CUST0000747321,15.38,3,9,56.13
2006-12-01,CUST0000506256,32.14,15,9,9.88
2006-12-01,CUST0000754405,8.6,4,15,21.61
2006-12-01,CUST0000914968,0.86,1,6,22.59
2006-12-01,CUST0000412413,54.989999999999988,25,22,51.559999999999995
2006-12-01,CUST0000952666,45.959999999999994,32,66,115.00000000000004
2006-12-01,CUST0000998052,1.87,1,1,0.67
2006-12-01,CUST0000410227,52.679999999999986,28,133,220.25999999999976
2006-12-01,CUST0000698926,71.90000000000002,30,7,6.56
2006-12-01,CUST0000863414,0.91,1,1,0.88
2006-12-01,CUST0000366890,0.48,2,1,0.13
2006-12-01,CUST0000420669,10.700000000000001,8,5,7.49
2006-12-01,CUST0000279355,6.63,9,32,49.059999999999995
2006-12-01,CUST0000757709,46.16,22,23,78.39
2006-12-01,CUST0000312411,48.709999999999994,28,9,18.53
2006-12-01,CUST0000520813,13.21,9,6,15.93
2006-12-01,CUST0000063931,77.160000000000011,43,9,12.94
2006-12-01,CUST0000032037,34.69,12,9,23.52
2006-12-01,CUST0000861446,1.28,1,3,4.49
2006-12-01,CUST0000541503,21.650000000000006,11,9,21.82
2006-12-01,CUST0000044880,4.46,3,2,1.3900000000000001
2006-12-01,CUST0000485186,2.54,3,2,1.73
2006-12-01,CUST0000787846,68.64,28,34,69.08
2006-12-01,CUST0000777817,24.61,3,2,1.1600000000000001
2006-12-01,CUST0000602918,0.9,1,4,4.34
2006-12-01,CUST0000644466,59.870000000000005,31,49,124.58
2006-12-01,CUST0000627558,95.87,50,36,52.080000000000005
2006-12-01,CUST0000483518,9.88,9,11,18.339999999999996
2006-12-01,CUST0000271364,62.190000000000005,38,16,15.139999999999999
2006-12-01,CUST0000280159,12.049999999999999,14,67,193.64999999999995
2006-12-01,CUST0000410674,1.03,2,2,2.8400000000000003
2006-12-01,CUST0000999024,48.940000000000005,36,77,109.37
2006-12-01,CUST0000283533,53.510000000000005,28,115,259.5299999999998
2006-12-01,CUST0000130313,3.6799999999999997,2,8,10.700000000000001
2006-12-01,CUST0000688362,10.43,5,5,21.21
2006-12-01,CUST0000850885,1.4,1,1,0.1
2006-12-01,CUST0000236161,6.56,7,10,12.18
2006-12-01,CUST0000140448,12.68,7,14,26.060000000000002
2006-12-01,CUST0000397211,16.1,7,9,8.8899999999999988
2006-12-01,CUST0000705466,21.619999999999997,9,2,2.45
2006-12-01,CUST0000706608,38.720000000000006,17,124,248.7699999999999
2006-12-01,CUST0000476514,3.9499999999999997,3,1,0.03
2006-12-01,CUST0000268287,32.930000000000007,19,9,22.369999999999997
2006-12-01,CUST0000329291,1.9400000000000002,3,2,1.12
2006-12-01,CUST0000826933,11.36,10,12,49.269999999999996
2006-12-01,CUST0000089691,105.46999999999998,68,15,19.28
2006-12-01,CUST0000001194,66.059999999999988,44,6,13.420000000000002
2006-12-01,CUST0000632619,4.08,1,1,12.24
2006-12-01,CUST0000358306,6.03,1,13,20.25
2006-12-01,CUST0000751202,156.41000000000003,60,81,139.33
2006-12-01,CUST0000711746,68.289999999999992,15,1,1.26
2006-12-01,CUST0000126123,228.70999999999998,83,53,161.01999999999998
2006-12-01,CUST0000009859,145.37,51,47,74.52
2006-12-01,CUST0000885756,1.54,1,1,1.54
2006-12-01,CUST0000287431,60.39,40,33,58.210000000000008
2006-12-01,CUST0000705973,45.88,12,54,82.810000000000016
2006-12-01,CUST0000736244,13.26,7,34,51.66
2006-12-01,CUST0000759450,49.45000000000001,26,9,17.32
2006-12-01,CUST0000444719,13.52,13,12,23.93
2006-12-01,CUST0000301025,43.050000000000004,14,3,2.77
2006-12-01,CUST0000651440,0.41,1,19,30.610000000000003
2006-12-01,CUST0000132570,39.79,24,15,37.9
2006-12-01,CUST0000863429,1.54,1,1,1.54
2006-12-01,CUST0000601252,7.95,5,9,13.010000000000002
2006-12-01,CUST0000860268,150.31,54,28,101.25
2006-12-01,CUST0000914076,52.300000000000004,21,8,23.88
2006-12-01,CUST0000792394,16.300000000000004,10,27,27.880000000000003
2006-12-01,CUST0000219525,16.58,13,16,20.240000000000002
2006-12-01,CUST0000176653,707.68,106,3,3.57
2006-12-01,CUST0000092200,0.87,1,2,3.4499999999999997
2006-12-01,CUST0000533135,0.03,1,1,0.01
2006-12-01,CUST0000403088,28.140000000000004,23,24,67.79
2006-12-01,CUST0000018220,10.14,1,1,0.92
2006-12-01,CUST0000565146,0.92,1,1,0.92
2006-12-01,CUST0000045545,26.500000000000004,14,36,101.97
2006-12-01,CUST0000884311,107.1,37,32,97.339999999999989
2006-12-01,CUST0000684114,15.95,5,5,10.75
2006-12-01,CUST0000958648,12.17,11,10,12.470000000000002
2006-12-01,CUST0000885891,2.55,2,22,54.15
2006-12-01,CUST0000028147,105.30000000000004,45,127,193.55999999999983
2006-12-01,CUST0000007501,6.0900000000000007,6,4,5.1899999999999995
2006-12-01,CUST0000961954,1.85,2,6,7.36
2006-12-01,CUST0000871534,13.420000000000002,6,18,66.25
2006-12-01,CUST0000649717,56.45,14,25,54.989999999999988
2006-12-01,CUST0000849223,51.59,20,13,39.81
2006-12-01,CUST0000101102,106.36999999999999,22,30,64.189999999999984
2006-12-01,CUST0000392760,8.49,7,1,0.3
2006-12-01,CUST0000149880,0.7,1,1,0.42
2006-12-01,CUST0000109131,14.4,14,8,18.68
2006-12-01,CUST0000599230,60.33,17,13,29.67
2006-12-01,CUST0000214077,1.42,2,19,40.559999999999995
2006-12-01,CUST0000333347,36.94,27,3,2.7399999999999998
2006-12-01,CUST0000970554,29.830000000000005,21,31,88.85
2006-12-01,CUST0000188698,83.429999999999978,58,29,33.28
2006-12-01,CUST0000242856,0.49,1,9,7.1899999999999995
2006-12-01,CUST0000899336,155.78000000000003,73,16,24.919999999999998
2006-12-01,CUST0000646780,14.97,9,15,61.390000000000008
2006-12-01,CUST0000339965,119.50000000000006,65,51,65.47
2006-12-01,CUST0000633953,18.56,17,8,16.8
2006-12-01,CUST0000445244,7.86,6,5,6.07
2006-12-01,CUST0000109875,32.07,15,15,31.09
2006-12-01,CUST0000408773,10.22,1,5,7.53
2006-12-01,CUST0000236252,0.6,2,2,1.98
2006-12-01,CUST0000859124,65.79,27,23,29.360000000000003
2006-12-01,CUST0000811783,138.73,46,43,77.160000000000011
2006-12-01,CUST0000285720,50.589999999999989,10,2,15.72
2006-12-01,CUST0000123217,44.759999999999984,23,14,24.240000000000002
2006-12-01,CUST0000100599,191.47999999999996,71,6,13.899999999999999
2006-12-01,CUST0000177536,147.58,67,104,200.39999999999995
2006-12-01,CUST0000590099,4.64,2,3,2.88
2006-12-01,CUST0000112668,9.48,1,1,3.61
2006-12-01,CUST0000121881,104.80000000000003,88,15,32.14
2006-12-01,CUST0000285664,120.32999999999997,54,81,194.72999999999996
2006-12-01,CUST0000963941,56.179999999999993,16,11,21.66
2006-12-01,CUST0000159136,38.839999999999996,18,56,81.68
2006-12-01,CUST0000771768,47.050000000000004,23,50,122.80000000000001
2006-12-01,CUST0000670886,1.95,1,4,4.91
2006-12-01,CUST0000958596,34.610000000000007,25,67,159.35000000000005
2006-12-01,CUST0000692025,2.1900000000000004,6,1,1.7
2006-12-01,CUST0000011075,51.399999999999984,30,83,228.70999999999998
2006-12-01,CUST0000048792,1.93,1,1,1.93
2006-12-01,CUST0000448280,241.50000000000011,94,71,191.47999999999996
2006-12-01,CUST0000259671,7.3800000000000008,7,29,65.210000000000008
2006-12-01,CUST0000961135,24.21,5,17,52.929999999999993
2006-12-01,CUST0000613236,1.83,3,8,14.8
2006-12-01,CUST0000147213,12.48,4,16,38.54
2006-12-01,CUST0000147022,10.4,3,21,40.36999999999999
2006-12-01,CUST0000041090,66.11,13,136,348.15000000000009
2006-12-01,CUST0000341493,113.98,39,12,5.91
2006-12-01,CUST0000872211,10.83,2,1,1.7
2006-12-01,CUST0000511022,17,9,50,93.679999999999993
2006-12-01,CUST0000031233,13.899999999999999,6,37,107.1
2006-12-01,CUST0000138092,71.340000000000032,55,14,26.780000000000005
2006-12-01,CUST0000372199,22.57,6,2,0.48
2006-12-01,CUST0000114113,21.409999999999997,6,3,4.29
2006-12-01,CUST0000299037,24.98,11,22,40.810000000000009
2006-12-01,CUST0000501352,104.22000000000001,18,21,25.330000000000002
2006-12-01,CUST0000833037,62.41,24,23,36.67
2006-12-01,CUST0000332590,1.54,2,2,2.74
2006-12-01,CUST0000233323,1.23,1,2,24.98
2006-12-01,CUST0000598308,2.2,1,1,0.28
2006-12-01,CUST0000800070,51.66,34,23,43.18
2006-12-01,CUST0000119560,126.87,46,7,7.93
2006-12-01,CUST0000115566,193.64999999999995,67,17,18.01
2006-12-01,CUST0000879560,94.38000000000001,30,42,45.029999999999987
2006-12-01,CUST0000410483,211.82999999999998,46,17,31.850000000000005
2006-12-01,CUST0000475903,27.689999999999998,13,47,99.06
2006-12-01,CUST0000147574,107.99999999999999,40,19,67.27
2006-12-01,CUST0000140340,2.0300000000000002,3,9,20.07
2006-12-01,CUST0000634884,87.259999999999977,23,40,143.85999999999993
2006-12-01,CUST0000171503,11.05,4,13,26.880000000000003
2006-12-01,CUST0000063026,31.42,6,18,40.38000000000001
2006-12-01,CUST0000429923,0.28,1,2,1.6099999999999999
2006-12-01,CUST0000685848,27.94,2,4,12.530000000000001
2006-12-01,CUST0000915203,126.57000000000001,71,59,181.23999999999995
2006-12-01,CUST0000254449,7.5,9,1,0.24
2006-12-01,CUST0000693648,9.1000000000000014,2,7,12.490000000000002
2006-12-01,CUST0000454142,49.059999999999995,32,14,14.4
2006-12-01,CUST0000522995,0.27,1,1,9.48
2006-12-01,CUST0000917992,3.06,2,11,11.16
2006-12-01,CUST0000873370,3.44,1,3,5.12
2006-12-01,CUST0000940241,10.78,1,3,24.12
2006-12-01,CUST0000349490,18.67,16,13,28.79
2006-12-01,CUST0000572854,177.77000000000007,78,18,24.459999999999997
2006-12-01,CUST0000931442,12.14,3,7,37.45
2006-12-01,CUST0000700644,150.1,79,19,16.490000000000002
2006-12-01,CUST0000058332,12.78,7,5,12.48
2006-12-01,CUST0000625441,22.78,15,16,27.73
2006-12-01,CUST0000135339,3.17,3,2,27.94
2006-12-01,CUST0000107974,79.31,56,96,516.5100000000001
2006-12-01,CUST0000235926,92.509999999999977,66,20,34.85
2006-12-01,CUST0000409759,58.210000000000008,33,11,13.540000000000001
2006-12-01,CUST0000856060,4.04,4,9,6.3899999999999988
2006-12-01,CUST0000987350,29.93000000000001,22,25,37.620000000000019
2006-12-01,CUST0000665314,2.27,2,2,2.09
2006-12-01,CUST0000076365,48.09,25,27,76.159999999999982
2006-12-01,CUST0000197288,1.49,2,2,3.02
2006-12-01,CUST0000195880,0.67,1,1,0.67
2006-12-01,CUST0000657952,90.44000000000004,50,6,4.22
2006-12-01,CUST0000239360,74.52,47,68,107.64
2006-12-01,CUST0000947916,108.94000000000003,65,8,21.96
2006-12-01,CUST0000174717,88.2,48,59,97.77
2006-12-01,CUST0000831416,2.52,2,6,21.409999999999997
2006-12-01,CUST0000117551,1,3,9,28.83
2006-12-01,CUST0000527918,133.88000000000002,67,10,38.439999999999991
2006-12-01,CUST0000058314,9.9400000000000013,3,4,4.72
2006-12-01,CUST0000158272,2.6399999999999997,5,18,104.22000000000001
2006-12-01,CUST0000988001,28.419999999999998,11,28,53.510000000000005
2006-12-01,CUST0000017629,57.79,11,7,7.580000000000001
2006-12-01,CUST0000876404,94.289999999999992,47,57,62.170000000000009
2006-12-01,CUST0000036387,13.75,12,8,9.87
2006-12-01,CUST0000422634,55.430000000000007,11,23,69.43
2006-12-01,CUST0000400799,29.66,16,12,17.32
2006-12-01,CUST0000248215,13.799999999999999,19,6,11.270000000000001
2006-12-01,CUST0000812410,25.22,16,15,37.139999999999993
2006-12-01,CUST0000903129,3.54,1,1,1.6
2006-12-01,CUST0000356281,18.660000000000004,6,17,60.33
2006-12-01,CUST0000044737,45.470000000000006,34,5,7.03
2006-12-01,CUST0000310624,24.240000000000002,14,10,14.269999999999998
2006-12-01,CUST0000047482,18.68,2,9,19.01
2006-12-01,CUST0000275796,15.639999999999997,9,8,7.5000000000000009
2006-12-01,CUST0000695334,125.85000000000001,50,2,9.0599999999999987
2006-12-01,CUST0000683073,9.36,1,11,29.02
2006-12-01,CUST0000844640,212.13,40,14,40.14
2006-12-01,CUST0000768680,12.059999999999999,4,8,15.39
2006-12-01,CUST0000129097,8.61,3,13,66.11
2006-12-01,CUST0000892803,14.61,1,1,1.5
2006-12-01,CUST0000124183,2.8400000000000003,2,1,0.68
2006-12-01,CUST0000480214,18.480000000000004,11,17,22.590000000000003
2006-12-01,CUST0000123053,1.98,2,1,1.43
2006-12-01,CUST0000778654,162.49,79,103,176.07
2006-12-01,CUST0000852304,193.15999999999988,131,51,129.44
2006-12-01,CUST0000575056,40.430000000000007,32,61,73.63000000000001
2006-12-01,CUST0000130484,21.689999999999994,17,13,14.400000000000002
2006-12-01,CUST0000722076,6.9899999999999993,4,49,112.01000000000002
2006-12-01,CUST0000089819,51.550000000000011,33,24,57.37
2006-12-01,CUST0000597780,23.230000000000004,25,22,58.510000000000005
2006-12-01,CUST0000054137,7.1,4,6,22.44
2006-12-01,CUST0000102405,32.06,34,42,78.170000000000016
2006-12-01,CUST0000248972,82.090000000000018,27,17,60.27000000000001
2006-12-01,CUST0000301430,13.389999999999999,8,50,118.60000000000001
2006-12-01,CUST0000554976,23.88,8,18,79.989999999999981
2006-12-01,CUST0000164858,44.930000000000007,34,3,2.83
2006-12-01,CUST0000955923,140.84999999999997,70,9,18.52
2006-12-01,CUST0000991373,67.05,7,10,12.03
2006-12-01,CUST0000352529,42.139999999999986,17,12,26.729999999999997
2006-12-01,CUST0000986882,67.27,19,31,40.22
2006-12-01,CUST0000503093,124.98000000000006,56,61,156.33999999999995
2006-12-01,CUST0000687912,18.159999999999997,7,17,18.56
2006-12-01,CUST0000195121,37.139999999999993,15,61,197.75000000000003
2006-12-01,CUST0000773226,4.72,4,15,32.480000000000004
2006-12-01,CUST0000058881,2.2,3,2,1.73
2006-12-01,CUST0000899835,149.64999999999992,53,29,55.81
2006-12-01,CUST0000428197,2.5500000000000003,2,1,1.25
2006-12-01,CUST0000236180,20.990000000000002,14,1,1.75
2006-12-01,CUST0000916315,30.740000000000002,20,12,13.229999999999999
2006-12-01,CUST0000603024,214.87999999999988,104,4,20.85
2006-12-01,CUST0000917170,28.63,19,15,26.58
2006-12-01,CUST0000806205,40.089999999999996,22,7,12.409999999999998
2006-12-01,CUST0000036040,40.65,16,78,128.94000000000003
2006-12-01,CUST0000236914,54.510000000000005,28,27,48.189999999999991
2006-12-01,CUST0000632740,14.269999999999998,10,30,80.660000000000039
2006-12-01,CUST0000712201,78.39,23,92,110.70999999999998
2006-12-01,CUST0000616143,16.8,8,9,35.750000000000007
2006-12-01,CUST0000294014,52.589999999999996,41,32,55.910000000000011
2006-12-01,CUST0000529848,29.330000000000002,18,3,3.38
2006-12-01,CUST0000128739,25.5,15,4,3.25
2006-12-01,CUST0000021218,102.73000000000003,56,40,51.59
2006-12-01,CUST0000464409,39.91,19,31,40.15
2006-12-01,CUST0000451458,17.819999999999997,13,3,2.2
2006-12-01,CUST0000147841,58.309999999999995,21,43,81.679999999999993
2006-12-01,CUST0000953349,33.34,3,11,14.290000000000001
2006-12-01,CUST0000207946,10.67,4,55,71.340000000000032
2006-12-01,CUST0000972667,119.53000000000004,77,32,42.610000000000007
2006-12-01,CUST0000994908,8.4,9,32,58.5
2006-12-01,CUST0000906997,149.76000000000002,41,10,16.990000000000002
2006-12-01,CUST0000801239,258.5,93,55,81.89
2006-12-01,CUST0000309691,2.33,3,4,5.42
2006-12-01,CUST0000061512,2.91,2,14,14.829999999999998
2006-12-01,CUST0000665561,0.01,1,1,0.01
2006-12-01,CUST0000475538,56.260000000000019,32,5,9.16
2006-12-01,CUST0000830687,5.65,3,9,14.280000000000001
2006-12-01,CUST0000044051,112.01000000000002,49,16,18.67
2006-12-01,CUST0000453659,87,38,17,25.48
2006-12-01,CUST0000067153,11.31,1,1,11.31
2006-12-01,CUST0000514031,6.3899999999999988,9,1,3.5
2006-12-01,CUST0000723192,2.05,3,32,43.449999999999989
2006-12-01,CUST0000337518,1.35,2,4,4.88
2006-12-01,CUST0000049894,13.61,9,38,36.420000000000016
2006-12-01,CUST0000124549,86.310000000000059,78,4,4.24
2006-12-01,CUST0000782803,46.190000000000005,29,19,34.430000000000007
2006-12-01,CUST0000485902,95.479999999999976,29,54,61.859999999999992
2006-12-01,CUST0000226836,2.49,2,1,1.4
2006-12-01,CUST0000193593,0.52,2,7,24.509999999999998
2006-12-01,CUST0000509062,26.060000000000002,14,6,10.4
2006-12-01,CUST0000256627,70.850000000000009,32,26,49.45000000000001
2006-12-01,CUST0000644562,32.86,14,34,45.470000000000006
2006-12-01,CUST0000982265,2.49,3,2,3.28
2006-12-01,CUST0000639364,44.36,22,46,211.82999999999998
2006-12-01,CUST0000379336,82.810000000000016,54,88,124.6
2006-12-01,CUST0000544432,2.45,2,2,3.6799999999999997
2006-12-01,CUST0000861484,3.07,1,1,3.07
2006-12-01,CUST0000659438,4.91,4,3,9.2399999999999984
2006-12-01,CUST0000144308,25.83,17,25,32.89
2006-12-01,CUST0000614639,44.610000000000007,20,17,51.690000000000012
2006-12-01,CUST0000797618,50.399999999999991,27,38,67.3
2006-12-01,CUST0000868563,0.7,2,2,1.83
2006-12-01,CUST0000770969,3.61,1,1,1.14
2006-12-01,CUST0000622535,23.52,9,11,29.009999999999994
2006-12-01,CUST0000313453,38.17,29,72,107.59
2006-12-01,CUST0000896306,32.4,15,13,17.91
2006-12-01,CUST0000742733,38.08,21,21,36.9
2006-12-01,CUST0000691573,30.920000000000005,25,64,198.10999999999993
2006-12-01,CUST0000207859,124.6,88,3,10.4
2006-12-01,CUST0000534404,114.86999999999998,29,37,76.509999999999991
2006-12-01,CUST0000896966,41.580000000000005,22,14,26.500000000000004
2006-12-01,CUST0000926230,46.429999999999993,8,13,24.369999999999997
2006-12-01,CUST0000832107,0.77,1,1,1.16
2006-12-01,CUST0000563743,19.479999999999997,9,29,69.52
2006-12-01,CUST0000591629,97.949999999999989,72,28,45.989999999999995
2006-12-01,CUST0000211159,32.12,16,5,13.040000000000001
2006-12-01,CUST0000420119,109.43,44,25,34.610000000000007
2006-12-01,CUST0000339588,9.0599999999999987,2,131,338.11999999999955
2006-12-01,CUST0000311218,21.66,11,1,4.85
2006-12-01,CUST0000966436,178.43999999999994,94,22,46.879999999999988
2006-12-01,CUST0000448937,40.38000000000001,18,13,15.869999999999997
2006-12-01,CUST0000924249,3.38,3,10,50.589999999999989
2006-12-01,CUST0000111873,76.159999999999982,27,67,133.88000000000002
2006-12-01,CUST0000923296,195.57999999999998,103,11,28.419999999999998
2006-12-01,CUST0000486685,12.819999999999999,6,25,79.160000000000025
2006-12-01,CUST0000250178,19.77,17,3,12.41
2006-12-01,CUST0000743898,2.74,2,1,0.33
2006-12-01,CUST0000427089,16.34,6,16,59.94
2006-12-01,CUST0000537317,65.539999999999978,39,119,305.40000000000003
2006-12-01,CUST0000644967,0.83,1,2,7.57
